GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0007067	mitotic nuclear division	4.23e-02	4.23e-02	1	SMC1A,SMC3,RB1,ATM,PTEN,CHEK2
GO:0051674	localization of cell	2.69e-03	2.69e-03	1	EPHA3,PIK3CG,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,LRRK2,NF1
GO:0048870	cell motility	2.69e-03	2.69e-03	1	EPHA3,PIK3CG,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,LRRK2,NF1
GO:0016477	cell migration	1.16e-03	1.16e-03	1	EPHA3,PIK3CG,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,LRRK2,NF1
GO:0048285	organelle fission	3.72e-02	3.72e-02	1	SMC1A,SMC3,RB1,ATM,PTEN,CHEK2,LRRK2
GO:0042127	regulation of cell proliferation	6.70e-05	6.70e-05	1	BRCA1,FGFR3,FLT3,CDKN2C,SOX9,PDGFRA,BRCA2,TP53,EGFR,ATM,KIT,PTEN,LRRK2,NF1
GO:0044087	regulation of cellular component biogenesis	5.90e-04	5.90e-04	1	BRCA1,EPHA3,RB1,TP53,TAF1,ATM,PTEN,ATR,PTPN11,LRRK2
GO:0018212	peptidyl-tyrosine modification	2.93e-02	2.93e-02	1	FGFR3,FLT3,PDGFRA,TP53,EGFR,KIT
GO:0018108	peptidyl-tyrosine phosphorylation	2.93e-02	2.93e-02	1	FGFR3,FLT3,PDGFRA,TP53,EGFR,KIT
GO:0072089	stem cell proliferation	3.78e-02	3.78e-02	1	MECOM,SOX9,LRRK2,NF1
GO:0022603	regulation of anatomical structure morphogenesis	2.10e-02	2.10e-02	1	BRCA1,EPHA3,EZH2,SOX9,FOXA1,KIT,PTEN,LRRK2,NF1
GO:0018205	peptidyl-lysine modification	1.01e-04	1.01e-04	1	BRCA1,SMC1A,STAG2,EZH2,SMC3,BRCA2,KDM6A,TAF1,SETD2
GO:0018022	peptidyl-lysine methylation	3.20e-02	3.20e-02	1	BRCA1,EZH2,KDM6A,SETD2
GO:0034968	histone lysine methylation	1.85e-02	1.85e-02	1	BRCA1,EZH2,KDM6A,SETD2
GO:0007010	cytoskeleton organization	5.89e-04	5.89e-04	1	BRCA1,EPHA3,SMC1A,SMC3,PDGFRA,BRCA2,RB1,KIT,PTEN,CHEK2,NF1,MTOR
GO:0000226	microtubule cytoskeleton organization	1.92e-02	1.92e-02	1	BRCA1,EPHA3,SMC1A,SMC3,BRCA2,RB1,CHEK2
GO:0010648	negative regulation of cell communication	4.75e-02	4.75e-02	1	BRCA1,MECOM,EZH2,SOX9,EGFR,ATM,PTEN,LRRK2,NF1,MTOR
GO:0050776	regulation of immune response	1.81e-03	1.81e-03	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0002764	immune response-regulating signaling pathway	3.08e-05	3.08e-05	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0002768	immune response-regulating cell surface receptor signaling pathway	2.23e-06	2.23e-06	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0038093	Fc receptor signaling pathway	9.26e-08	9.26e-08	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0038095	Fc-epsilon receptor signaling pathway	1.21e-08	1.21e-08	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0051130	positive regulation of cellular component organization	6.04e-03	6.04e-03	1	BRCA1,EPHA3,ATRX,EZH2,RB1,TP53,PIK3R1,TAF1,ATM,PTEN,ATR
GO:0031294	lymphocyte costimulation	2.86e-02	2.86e-02	1	PIK3CA,PIK3R1,PTPN11,MTOR
GO:0031295	T cell costimulation	2.86e-02	2.86e-02	1	PIK3CA,PIK3R1,PTPN11,MTOR
GO:0048863	stem cell differentiation	8.29e-03	8.29e-03	1	EPHA3,EZH2,SOX9,FOXA1,PDGFRA,KIT
GO:2000736	regulation of stem cell differentiation	3.76e-03	3.76e-03	1	EPHA3,EZH2,SOX9,FOXA1,PDGFRA
GO:0033365	protein localization to organelle	1.20e-02	1.20e-02	1	ATRX,RPL5,BRCA2,RB1,TP53,PIK3R1,EGFR,ATR,LRRK2,NF1
GO:0034502	protein localization to chromosome	1.06e-02	1.06e-02	1	ATRX,BRCA2,RB1,ATR
GO:0070198	protein localization to chromosome, telomeric region	3.73e-02	3.73e-02	1	ATRX,BRCA2,ATR
GO:0007059	chromosome segregation	1.52e-03	1.52e-03	1	BRCA1,SMC1A,STAG2,SMC3,RB1,ATM,PTEN
GO:0098813	nuclear chromosome segregation	6.26e-03	6.26e-03	1	SMC1A,STAG2,SMC3,RB1,ATM,PTEN
GO:0051276	chromosome organization	1.90e-09	1.90e-09	1	BRCA1,SMC1A,ATRX,MECOM,STAG2,EZH2,SMC3,SOX9,FOXA1,BRCA2,RB1,TP53,KDM6A,TAF1,ATM,PTEN,ATR,SETD2
GO:0000819	sister chromatid segregation	1.52e-03	1.52e-03	1	SMC1A,STAG2,SMC3,RB1,ATM,PTEN
GO:0006325	chromatin organization	1.93e-05	1.93e-05	1	BRCA1,ATRX,MECOM,EZH2,SOX9,FOXA1,BRCA2,RB1,TP53,KDM6A,TAF1,SETD2
GO:0016568	chromatin modification	9.69e-06	9.69e-06	1	BRCA1,ATRX,EZH2,SOX9,FOXA1,BRCA2,RB1,TP53,KDM6A,TAF1,SETD2
GO:0016569	covalent chromatin modification	2.64e-02	2.64e-02	1	BRCA1,EZH2,BRCA2,TP53,KDM6A,TAF1,SETD2
GO:0033043	regulation of organelle organization	7.15e-03	7.15e-03	1	BRCA1,EPHA3,ATRX,PDGFRA,RB1,TP53,ATM,PTEN,ATR,LRRK2,MTOR
GO:0033044	regulation of chromosome organization	1.91e-03	1.91e-03	1	BRCA1,ATRX,RB1,TP53,ATM,PTEN,ATR
GO:2001252	positive regulation of chromosome organization	1.64e-05	1.64e-05	1	BRCA1,ATRX,RB1,TP53,ATM,PTEN,ATR
GO:0007062	sister chromatid cohesion	2.45e-03	2.45e-03	1	SMC1A,STAG2,SMC3,RB1
GO:0016570	histone modification	2.07e-02	2.07e-02	1	BRCA1,EZH2,BRCA2,TP53,KDM6A,TAF1,SETD2
GO:0018209	peptidyl-serine modification	1.64e-02	1.64e-02	1	TAF1,ATM,BRAF,ATR,LRRK2,MTOR
GO:0018105	peptidyl-serine phosphorylation	1.28e-02	1.28e-02	1	TAF1,ATM,BRAF,ATR,LRRK2,MTOR
GO:0080135	regulation of cellular response to stress	7.34e-03	7.34e-03	1	BRCA1,POLQ,MECOM,PIK3R1,EGFR,ATM,ATR,LRRK2,MTOR
GO:0000075	cell cycle checkpoint	1.66e-03	1.66e-03	1	BRCA1,SMC1A,RB1,TP53,ATM,ATR,CHEK2
GO:0031570	DNA integrity checkpoint	4.61e-02	4.61e-02	1	BRCA1,TP53,ATM,ATR,CHEK2
GO:0006974	cellular response to DNA damage stimulus	9.65e-06	9.65e-06	1	BRCA1,POLQ,SMC1A,ATRX,BRCA2,TP53,EGFR,TAF1,ATM,ATR,SETD2,CHEK2,MTOR
GO:0000077	DNA damage checkpoint	3.34e-02	3.34e-02	1	BRCA1,TP53,ATM,ATR,CHEK2
GO:2001020	regulation of response to DNA damage stimulus	1.82e-02	1.82e-02	1	BRCA1,POLQ,EGFR,ATM,ATR
GO:0072331	signal transduction by p53 class mediator	4.19e-02	4.19e-02	1	BRCA1,ATRX,TP53,ATM,ATR
GO:0006259	DNA metabolic process	4.22e-07	4.22e-07	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,SMC3,PDGFRA,BRCA2,TP53,EGFR,ATM,ATR,SETD2,CHEK2,MTOR
GO:0051052	regulation of DNA metabolic process	1.32e-09	1.32e-09	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,SMC3,PDGFRA,TP53,EGFR,ATM,ATR,CHEK2
GO:0006310	DNA recombination	2.29e-02	2.29e-02	1	BRCA1,POLQ,ATRX,BRCA2,ATM,ATR
GO:0006260	DNA replication	5.94e-08	5.94e-08	1	SMC1A,ATRX,STAG2,SMC3,PDGFRA,BRCA2,TP53,EGFR,ATM,ATR,CHEK2
GO:0006261	DNA-dependent DNA replication	4.35e-04	4.35e-04	1	SMC1A,ATRX,STAG2,SMC3,BRCA2,CHEK2
GO:0044786	cell cycle DNA replication	1.14e-04	1.14e-04	1	SMC1A,ATRX,STAG2,SMC3,CHEK2
GO:0006275	regulation of DNA replication	9.91e-10	9.91e-10	1	SMC1A,ATRX,STAG2,SMC3,PDGFRA,TP53,EGFR,ATM,ATR,CHEK2
GO:0090329	regulation of DNA-dependent DNA replication	1.22e-05	1.22e-05	1	SMC1A,ATRX,STAG2,SMC3,CHEK2
GO:0051054	positive regulation of DNA metabolic process	1.23e-03	1.23e-03	1	BRCA1,ATRX,PDGFRA,EGFR,ATM,ATR
GO:0045740	positive regulation of DNA replication	1.27e-03	1.27e-03	1	ATRX,PDGFRA,EGFR,ATM,ATR
GO:0042770	signal transduction in response to DNA damage	2.92e-05	2.92e-05	1	BRCA1,SMC1A,ATRX,TP53,ATM,ATR,CHEK2
GO:0030330	DNA damage response, signal transduction by p53 class mediator	9.46e-03	9.46e-03	1	BRCA1,ATRX,TP53,ATM,ATR
GO:2001022	positive regulation of response to DNA damage stimulus	1.32e-02	1.32e-02	1	BRCA1,EGFR,ATM,ATR
GO:0006281	DNA repair	8.03e-06	8.03e-06	1	BRCA1,POLQ,SMC1A,BRCA2,TP53,EGFR,ATM,ATR,SETD2,CHEK2,MTOR
GO:0006302	double-strand break repair	1.05e-03	1.05e-03	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR,CHEK2
GO:0000725	recombinational repair	3.57e-02	3.57e-02	1	BRCA1,POLQ,BRCA2,ATM,ATR
GO:0000724	double-strand break repair via homologous recombination	3.57e-02	3.57e-02	1	BRCA1,POLQ,BRCA2,ATM,ATR
GO:0045003	double-strand break repair via synthesis-dependent strand annealing	4.73e-02	4.73e-02	1	BRCA1,BRCA2,ATM
GO:0051053	negative regulation of DNA metabolic process	7.21e-08	7.21e-08	1	POLQ,SMC1A,STAG2,SMC3,TP53,ATM,ATR,CHEK2
GO:0008156	negative regulation of DNA replication	2.26e-06	2.26e-06	1	SMC1A,STAG2,SMC3,TP53,ATR,CHEK2
GO:2000104	negative regulation of DNA-dependent DNA replication	3.87e-05	3.87e-05	1	SMC1A,STAG2,SMC3,CHEK2
GO:0060548	negative regulation of cell death	2.24e-02	2.24e-02	1	BRCA1,MECOM,PIK3CA,SOX9,TP53,PIK3R1,EGFR,BRAF,LRRK2
GO:0043069	negative regulation of programmed cell death	1.28e-02	1.28e-02	1	BRCA1,MECOM,PIK3CA,SOX9,TP53,PIK3R1,EGFR,BRAF,LRRK2
GO:0051338	regulation of transferase activity	1.74e-08	1.74e-08	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,CDKN2C,PDGFRA,RB1,TP53,PIK3R1,EGFR,ATM,KIT,BRAF,PTEN,LRRK2,NF1
GO:0051347	positive regulation of transferase activity	2.82e-05	2.82e-05	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,PTEN,LRRK2,NF1
GO:0043549	regulation of kinase activity	3.01e-07	3.01e-07	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,CDKN2C,PDGFRA,RB1,PIK3R1,EGFR,KIT,BRAF,PTEN,LRRK2,NF1
GO:0045859	regulation of protein kinase activity	1.84e-06	1.84e-06	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,CDKN2C,PDGFRA,RB1,EGFR,KIT,BRAF,PTEN,LRRK2,NF1
GO:0071900	regulation of protein serine/threonine kinase activity	3.56e-06	3.56e-06	1	FGFR3,PIK3CG,EZH2,FLT3,CDKN2C,PDGFRA,EGFR,KIT,BRAF,PTEN,LRRK2,NF1
GO:0010562	positive regulation of phosphorus metabolic process	5.17e-05	5.17e-05	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,TP53,EGFR,KIT,BRAF,LRRK2,NF1,MTOR
GO:0045937	positive regulation of phosphate metabolic process	5.17e-05	5.17e-05	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,TP53,EGFR,KIT,BRAF,LRRK2,NF1,MTOR
GO:0042327	positive regulation of phosphorylation	1.39e-05	1.39e-05	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,TP53,EGFR,KIT,BRAF,LRRK2,NF1,MTOR
GO:0033674	positive regulation of kinase activity	8.38e-05	8.38e-05	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0001934	positive regulation of protein phosphorylation	9.27e-06	9.27e-06	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,TP53,EGFR,KIT,BRAF,LRRK2,NF1,MTOR
GO:0045860	positive regulation of protein kinase activity	5.97e-05	5.97e-05	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0032147	activation of protein kinase activity	8.45e-03	8.45e-03	1	FGFR3,MAP3K1,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0071902	positive regulation of protein serine/threonine kinase activity	2.29e-02	2.29e-02	1	PIK3CG,EZH2,FLT3,EGFR,KIT,LRRK2
GO:0019637	organophosphate metabolic process	9.64e-04	9.64e-04	1	FGFR3,PIK3CG,PIK3CA,FLT3,PDGFRA,IDH1,PIK3R1,ATM,KIT,PTEN,LRRK2,NF1
GO:0044255	cellular lipid metabolic process	9.91e-03	9.91e-03	1	BRCA1,FGFR3,PIK3CG,PIK3CA,FLT3,PDGFRA,IDH1,PIK3R1,ATM,KIT,PTEN
GO:0019216	regulation of lipid metabolic process	4.93e-05	4.93e-05	1	BRCA1,FGFR3,FLT3,PDGFRA,RB1,PIK3R1,KIT,MTOR
GO:0045834	positive regulation of lipid metabolic process	5.13e-03	5.13e-03	1	FGFR3,FLT3,PDGFRA,KIT,MTOR
GO:0043550	regulation of lipid kinase activity	7.18e-07	7.18e-07	1	FGFR3,FLT3,PDGFRA,RB1,PIK3R1,KIT
GO:0090218	positive regulation of lipid kinase activity	5.66e-04	5.66e-04	1	FGFR3,FLT3,PDGFRA,KIT
GO:0006644	phospholipid metabolic process	9.36e-05	9.36e-05	1	FGFR3,PIK3CG,PIK3CA,FLT3,PDGFRA,PIK3R1,ATM,KIT,PTEN
GO:1903725	regulation of phospholipid metabolic process	1.94e-04	1.94e-04	1	FGFR3,FLT3,PDGFRA,PIK3R1,KIT
GO:1903727	positive regulation of phospholipid metabolic process	2.19e-03	2.19e-03	1	FGFR3,FLT3,PDGFRA,KIT
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	2.37e-05	2.37e-05	1	FGFR3,FLT3,PDGFRA,PIK3R1,KIT
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	4.04e-04	4.04e-04	1	FGFR3,FLT3,PDGFRA,KIT
GO:0048017	inositol lipid-mediated signaling	4.75e-13	4.75e-13	1	FGFR3,PIK3CG,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,NF1,MTOR
GO:0048015	phosphatidylinositol-mediated signaling	4.42e-13	4.42e-13	1	FGFR3,PIK3CG,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,NF1,MTOR
GO:0014065	phosphatidylinositol 3-kinase signaling	1.01e-09	1.01e-09	1	PIK3CG,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,KIT,PTEN,NF1
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	5.23e-04	5.23e-04	1	FLT3,SOX9,PDGFRA,KIT,PTEN
GO:1902533	positive regulation of intracellular signal transduction	7.71e-06	7.71e-06	1	FGFR3,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,TP53,EGFR,ATM,KIT,BRAF,ATR,LRRK2,NF1
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	8.35e-03	8.35e-03	1	FLT3,SOX9,PDGFRA,KIT
GO:0023014	signal transduction by protein phosphorylation	1.79e-05	1.79e-05	1	FGFR3,MECOM,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0000165	MAPK cascade	1.41e-04	1.41e-04	1	FGFR3,MECOM,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0043408	regulation of MAPK cascade	5.26e-04	5.26e-04	1	FGFR3,MECOM,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0043405	regulation of MAP kinase activity	4.51e-05	4.51e-05	1	FGFR3,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0043410	positive regulation of MAPK cascade	4.13e-04	4.13e-04	1	FGFR3,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0043406	positive regulation of MAP kinase activity	2.74e-03	2.74e-03	1	PIK3CG,EZH2,FLT3,EGFR,KIT,LRRK2
GO:0000186	activation of MAPKK activity	1.35e-03	1.35e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,LRRK2,NF1
GO:0010332	response to gamma radiation	2.17e-02	2.17e-02	1	TP53,ATM,ATR
GO:0007568	aging	2.69e-03	2.69e-03	1	TP53,ATM,ATR,CHEK2,LRRK2
GO:0007569	cell aging	2.39e-02	2.39e-02	1	TP53,ATM,ATR,CHEK2
GO:0090399	replicative senescence	8.19e-06	8.19e-06	1	TP53,ATM,ATR,CHEK2
GO:0042176	regulation of protein catabolic process	2.32e-02	2.32e-02	1	RB1,EGFR,TAF1,ATM,PTEN,CHEK2,LRRK2
GO:0009628	response to abiotic stimulus	1.04e-03	1.04e-03	1	BRCA1,SMC1A,MAP3K1,SOX9,TP53,EGFR,ATM,KIT,ATR,NF1,MTOR
GO:0009314	response to radiation	2.50e-02	2.50e-02	1	BRCA1,SMC1A,TP53,EGFR,ATM,ATR,NF1
GO:0031400	negative regulation of protein modification process	4.69e-02	4.69e-02	1	BRCA1,MECOM,CDKN2C,RB1,ATM,PTEN,LRRK2,NF1
GO:0022610	biological adhesion	3.27e-03	3.27e-03	1	EPHA3,PIK3CG,PIK3CA,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,NF1,MTOR
GO:0007155	cell adhesion	3.03e-03	3.03e-03	1	EPHA3,PIK3CG,PIK3CA,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,NF1,MTOR
GO:0098609	cell-cell adhesion	1.34e-02	1.34e-02	1	PIK3CG,PIK3CA,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,MTOR
GO:0098602	single organism cell adhesion	6.91e-03	6.91e-03	1	PIK3CG,PIK3CA,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,MTOR
GO:0016337	single organismal cell-cell adhesion	3.69e-03	3.69e-03	1	PIK3CG,PIK3CA,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,MTOR
GO:0034109	homotypic cell-cell adhesion	2.46e-02	2.46e-02	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,KIT,PTPN11,MTOR
GO:0030155	regulation of cell adhesion	1.31e-03	1.31e-03	1	EPHA3,PIK3CG,PIK3CA,FOXA1,PIK3R1,PTEN,PTPN11,NF1,MTOR
GO:1901700	response to oxygen-containing compound	5.58e-06	5.58e-06	1	BRCA1,EPHA3,FGFR3,PIK3CA,SOX9,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1,MTOR
GO:1901701	cellular response to oxygen-containing compound	2.27e-06	2.27e-06	1	BRCA1,EPHA3,FGFR3,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1,MTOR
GO:1901698	response to nitrogen compound	4.76e-07	4.76e-07	1	BRCA1,FGFR3,ATRX,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1,MTOR
GO:1901699	cellular response to nitrogen compound	5.45e-08	5.45e-08	1	BRCA1,FGFR3,ATRX,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1,MTOR
GO:0010243	response to organonitrogen compound	1.45e-06	1.45e-06	1	BRCA1,FGFR3,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1,MTOR
GO:1901652	response to peptide	1.64e-04	1.64e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0071495	cellular response to endogenous stimulus	6.04e-05	6.04e-05	1	BRCA1,FGFR3,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1,MTOR
GO:0071417	cellular response to organonitrogen compound	3.00e-07	3.00e-07	1	BRCA1,FGFR3,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1,MTOR
GO:1901653	cellular response to peptide	9.11e-05	9.11e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
