GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0016337	single organismal cell-cell adhesion	7.04e-05	7.04e-05	1	FYN,IGF1,SNAI2,FSTL3,GLI2,FAT1,NRCAM,LAMB1,SRPX2,CD276,CAV1,GLI3,CXCL12,PVRL1,FOXP1,TNFSF4,SOX4,BMP4,CD93,BMP2,PODXL,PDGFRA,NT5E,CCL21,KIFC3,MEGF10,NLGN4X,ITGB1,THY1,KIT,ITGA5,FBLIM1,VCAM1,TGFBR2,CERCAM,IGF2,NPNT,NLGN2,HAS2,SOCS5,COL8A2,C1QTNF1,CD34,SELP,CDK5R1,MYADM,PRKG1,COL14A1,DPP4
GO:0033631	cell-cell adhesion mediated by integrin	9.51e-03	9.51e-03	1	PODXL,ITGB1,NPNT,DPP4
GO:0030155	regulation of cell adhesion	6.89e-09	6.89e-09	1	FYN,IGF1,SNAI2,EPHA3,FSTL3,GLI2,NUAK1,FBLN1,COL16A1,CHRD,ABL1,CD276,SFRP1,CDK6,CAV1,SERPINE1,GLI3,CXCL12,SEMA5A,FN1,TNFSF4,TEK,TGFBI,PLAU,BMP4,BMP2,KDR,PODXL,CD36,CCL21,THBS1,CYP1B1,TPM1,EPHA2,PHLDB2,SFRP2,CASK,SPOCK1,THY1,ANGPT1,FZD7,VCAM1,TGFBR2,DLC1,IGF2,DAPK3,NPNT,HAS2,SOCS5,C1QTNF1,MYADM,PRKG1,APOD,DPP4,TGM2
GO:0010810	regulation of cell-substrate adhesion	4.14e-07	4.14e-07	1	EPHA3,FBLN1,COL16A1,SFRP1,CDK6,SERPINE1,FN1,TEK,PLAU,KDR,CD36,CCL21,THBS1,PHLDB2,CASK,SPOCK1,FZD7,DLC1,DAPK3,NPNT,MYADM,APOD
GO:0001952	regulation of cell-matrix adhesion	1.73e-06	1.73e-06	1	EPHA3,COL16A1,SFRP1,CDK6,SERPINE1,TEK,PLAU,KDR,CD36,CCL21,THBS1,PHLDB2,CASK,DLC1,DAPK3,APOD
GO:2000097	regulation of smooth muscle cell-matrix adhesion	1.09e-03	1.09e-03	1	SERPINE1,PLAU,APOD
GO:0033628	regulation of cell adhesion mediated by integrin	5.20e-04	5.20e-04	1	SNAI2,SERPINE1,PLAU,PODXL,CCL21,CYP1B1,EPHA2,SFRP2,DPP4
GO:0045785	positive regulation of cell adhesion	2.17e-05	2.17e-05	1	FYN,IGF1,FSTL3,GLI2,FBLN1,COL16A1,CHRD,CD276,SFRP1,CDK6,CAV1,GLI3,CXCL12,FN1,TNFSF4,TEK,KDR,PODXL,CD36,CCL21,TPM1,SFRP2,THY1,VCAM1,TGFBR2,IGF2,NPNT,HAS2,SOCS5,MYADM,DPP4,TGM2
GO:0010811	positive regulation of cell-substrate adhesion	8.49e-04	8.49e-04	1	FBLN1,COL16A1,SFRP1,CDK6,FN1,TEK,KDR,CD36,CCL21,NPNT,MYADM
GO:0001954	positive regulation of cell-matrix adhesion	3.99e-03	3.99e-03	1	COL16A1,SFRP1,CDK6,TEK,KDR,CD36,CCL21
GO:0022407	regulation of cell-cell adhesion	4.55e-02	4.55e-02	1	FYN,IGF1,SNAI2,FSTL3,GLI2,CD276,CAV1,GLI3,CXCL12,TNFSF4,BMP4,BMP2,PODXL,CCL21,THY1,VCAM1,TGFBR2,IGF2,HAS2,SOCS5,C1QTNF1,MYADM,PRKG1,DPP4
GO:0034329	cell junction assembly	9.80e-09	9.80e-09	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,SFRP1,CAV1,CLDN15,CNTNAP1,PVRL1,TEK,SNAI1,KDR,FLNC,AGT,THBS1,CDH11,PHLDB2,ITGB1,GJA1,THY1,FBLIM1,DLC1,GJB2,DAPK3,PARD6G,PLEC,CDH5,GJC1,CLDN5,KRT5,APOD
GO:0007044	cell-substrate junction assembly	1.73e-06	1.73e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,PLEC,KRT5,APOD
GO:0007043	cell-cell junction assembly	2.99e-03	2.99e-03	1	SNAI2,FSCN1,CAV1,CLDN15,CNTNAP1,SNAI1,AGT,GJA1,GJB2,PARD6G,CDH5,GJC1,CLDN5
GO:0016264	gap junction assembly	1.11e-03	1.11e-03	1	CAV1,AGT,GJA1,GJB2,GJC1
GO:0034333	adherens junction assembly	1.94e-05	1.94e-05	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0007045	cell-substrate adherens junction assembly	3.82e-06	3.82e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0048041	focal adhesion assembly	3.82e-06	3.82e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0007162	negative regulation of cell adhesion	2.47e-06	2.47e-06	1	SNAI2,FBLN1,SERPINE1,GLI3,CXCL12,SEMA5A,TNFSF4,TGFBI,BMP4,BMP2,PODXL,CCL21,THBS1,CYP1B1,PHLDB2,CASK,SPOCK1,ANGPT1,FZD7,DLC1,SOCS5,C1QTNF1,MYADM,PRKG1,APOD
GO:0033629	negative regulation of cell adhesion mediated by integrin	3.24e-02	3.24e-02	1	SNAI2,SERPINE1,CYP1B1
GO:0010812	negative regulation of cell-substrate adhesion	1.93e-03	1.93e-03	1	FBLN1,SERPINE1,THBS1,PHLDB2,CASK,SPOCK1,FZD7,DLC1,APOD
GO:0001953	negative regulation of cell-matrix adhesion	1.24e-02	1.24e-02	1	SERPINE1,THBS1,PHLDB2,CASK,DLC1,APOD
GO:0022408	negative regulation of cell-cell adhesion	1.01e-02	1.01e-02	1	SNAI2,GLI3,CXCL12,TNFSF4,BMP4,BMP2,PODXL,CCL21,SOCS5,C1QTNF1,MYADM,PRKG1
GO:1901888	regulation of cell junction assembly	4.90e-06	4.90e-06	1	SNAI2,EPHA3,COL16A1,SFRP1,CAV1,TEK,SNAI1,KDR,AGT,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:0090109	regulation of cell-substrate junction assembly	1.29e-04	1.29e-04	1	EPHA3,COL16A1,SFRP1,TEK,KDR,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:0051893	regulation of focal adhesion assembly	1.29e-04	1.29e-04	1	EPHA3,COL16A1,SFRP1,TEK,KDR,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:1901890	positive regulation of cell junction assembly	1.80e-03	1.80e-03	1	COL16A1,SFRP1,CAV1,TEK,KDR,AGT
GO:0051894	positive regulation of focal adhesion assembly	3.81e-02	3.81e-02	1	COL16A1,SFRP1,TEK,KDR
GO:0051895	negative regulation of focal adhesion assembly	3.81e-02	3.81e-02	1	THBS1,PHLDB2,DLC1,APOD
GO:0048771	tissue remodeling	2.90e-02	2.90e-02	1	FLT4,SFRP1,CAV1,TGFB3,AGT,EPHA2,GREM1,S1PR1,F2R
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	3.86e-02	3.86e-02	1	CAV1,PDE4D,ATP1B2,CACNA1C,GJA1
GO:0052547	regulation of peptidase activity	3.25e-02	3.25e-02	1	TFPI,HGF,NGFR,TIMP3,CAV1,PCOLCE,SERPINE1,F3,RECK,SERPINF1,AGT,THBS1,APP,ECM1,CRB2,SERPINH1,SPOCK1,PCOLCE2,DLC1,CST1,SOX7,F2R,MAPK12,DAPK1,CR1,AQP1,ANXA8
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	5.78e-04	5.78e-04	1	CLDN11,PCDHB4,CLDN15,PVRL1,PCDHB6,BMP2,AMIGO2,SDK1,ITGB1,PTPRD,VCAM1,DCHS1,MYADM,CLDN5,ROBO2,FAT4,PCDHGC3
GO:1904950	negative regulation of establishment of protein localization	3.28e-04	3.28e-04	1	RHBDF1,SNAI2,GOPC,FBLN1,C1QTNF3,SFRP1,MDFI,FN1,PKD2,SOX4,RAB11FIP5,ADRA2A,PID1,IRS1,LRRC15,CD34,SSC5D,F2R,PDE2A,APOD,DACT3
GO:0051051	negative regulation of transport	2.61e-03	2.61e-03	1	RHBDF1,SNAI2,GOPC,NEDD4,FBLN1,C1QTNF3,IL11,SFRP1,CAV1,SFRP4,MDFI,FN1,PKD2,INHBA,SOX4,LIF,DLG4,RAB11FIP5,AGT,THBS1,ADRA2A,PID1,IRS1,CD34,SSC5D,F2R,PDE2A,APOD,DACT3,ENPP1,PLN
GO:0051224	negative regulation of protein transport	1.35e-03	1.35e-03	1	RHBDF1,SNAI2,GOPC,FBLN1,C1QTNF3,SFRP1,MDFI,FN1,PKD2,SOX4,RAB11FIP5,ADRA2A,IRS1,CD34,SSC5D,F2R,PDE2A,APOD,DACT3
GO:0051048	negative regulation of secretion	6.62e-03	6.62e-03	1	RHBDF1,FBLN1,C1QTNF3,IL11,SFRP1,FN1,INHBA,LIF,RAB11FIP5,ADRA2A,IRS1,CD34,SSC5D,F2R
GO:0009306	protein secretion	3.22e-02	3.22e-02	1	RHBDF1,IGF1,PTPRN,FBLN1,C1QTNF3,PCSK5,SFRP1,RAB11FIP2,FOXP1,FN1,SLC2A1,TNFSF4,LTBP2,TGFB3,TWIST1,ITPR2,SOX4,CD36,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,SCG2,CD34,SSC5D,F2R
GO:1903531	negative regulation of secretion by cell	2.51e-03	2.51e-03	1	RHBDF1,FBLN1,C1QTNF3,IL11,SFRP1,FN1,INHBA,LIF,RAB11FIP5,ADRA2A,IRS1,CD34,SSC5D,F2R
GO:0050709	negative regulation of protein secretion	3.50e-03	3.50e-03	1	RHBDF1,FBLN1,C1QTNF3,SFRP1,FN1,RAB11FIP5,ADRA2A,IRS1,CD34,SSC5D,F2R
GO:0046888	negative regulation of hormone secretion	3.13e-03	3.13e-03	1	IL11,SFRP1,INHBA,LIF,RAB11FIP5,ADRA2A,IRS1
GO:0071772	response to BMP	1.31e-09	1.31e-09	1	FSTL3,CHRD,ZNF423,SFRP1,DLX5,CAV1,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,ADAMTS7,CYR61,CRB2,ADAMTS12,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,BMP1,HTRA3,SOX11,NOG
GO:0071559	response to transforming growth factor beta	1.52e-04	1.52e-04	1	FERMT2,BAMBI,SFRP1,SERPINE1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,CLEC3B,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,PDE2A,NCOR2,ADAMTSL2
GO:0071560	cellular response to transforming growth factor beta stimulus	1.26e-04	1.26e-04	1	FERMT2,BAMBI,SFRP1,SERPINE1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,CLEC3B,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,PDE2A,NCOR2,ADAMTSL2
GO:0071774	response to fibroblast growth factor	2.44e-02	2.44e-02	1	FYN,GPC1,FGFR3,RASAL2,SFRP1,RASGRF2,FGF1,PDGFRB,TEK,ITPR2,NR4A1,PLCG1,SHC2,DLG4,KRAS,PDGFRA,SPRY2,THBS1,FGF7,IL17RD,ANGPT1,KIT,SPRED1,IRS1,EGR3,NOG,FLRT2,RASA3,SULF2
GO:0071773	cellular response to BMP stimulus	1.31e-09	1.31e-09	1	FSTL3,CHRD,ZNF423,SFRP1,DLX5,CAV1,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,ADAMTS7,CYR61,CRB2,ADAMTS12,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,BMP1,HTRA3,SOX11,NOG
GO:0044344	cellular response to fibroblast growth factor stimulus	2.23e-02	2.23e-02	1	FYN,GPC1,FGFR3,RASAL2,SFRP1,RASGRF2,FGF1,PDGFRB,TEK,ITPR2,NR4A1,PLCG1,SHC2,DLG4,KRAS,PDGFRA,SPRY2,THBS1,FGF7,IL17RD,ANGPT1,KIT,SPRED1,IRS1,EGR3,NOG,FLRT2,RASA3,SULF2
GO:0090287	regulation of cellular response to growth factor stimulus	6.98e-09	6.98e-09	1	GPC1,NEDD4,FSTL3,CHRD,BAMBI,ZNF423,CAV1,ASPN,FGF1,PMEPA1,BMP4,AGT,THBS1,TGFB1I1,CYR61,SLIT2,CASK,CRB2,ADAMTS12,DAB2,SKI,NBL1,ITGA5,TGFBR2,FBN1,GREM1,HTRA3,SOX11,NOG,SULF2,ADAMTSL2
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	1.01e-02	1.01e-02	1	BAMBI,ASPN,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,FBN1,HTRA3,SOX11,ADAMTSL2
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	4.85e-10	4.85e-10	1	FSTL3,FERMT2,CHRD,BAMBI,ZNF423,DLX5,CAV1,SERPINE1,ASPN,LTBP2,TGFB3,SMAD9,ACVR2A,FMOD,INHBA,PMEPA1,RUNX2,BMP4,BMP2,GDF11,THBS1,TGFB1I1,CYR61,CRB2,DAB2,BMP6,SKI,NBL1,FSTL1,TGFBR2,COL1A2,FBN1,GREM1,BMP1,COL3A1,HTRA3,SOX11,CDH5,NOG,CLDN5,NCOR2,ADAMTSL2
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	5.67e-08	5.67e-08	1	FSTL3,CHRD,BAMBI,ZNF423,CAV1,ASPN,TGFB3,ACVR2A,INHBA,PMEPA1,BMP4,BMP2,GDF11,THBS1,TGFB1I1,CYR61,CRB2,DAB2,BMP6,SKI,NBL1,TGFBR2,FBN1,GREM1,BMP1,HTRA3,SOX11,NOG,ADAMTSL2
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1.09e-04	1.09e-04	1	ZNF423,TGFB3,ACVR2A,INHBA,BMP4,BMP2,GDF11,THBS1,TGFB1I1,CYR61,CRB2,DAB2,BMP6,BMP1,SOX11
GO:0007179	transforming growth factor beta receptor signaling pathway	4.73e-04	4.73e-04	1	FERMT2,BAMBI,SERPINE1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,NCOR2,ADAMTSL2
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	1.01e-02	1.01e-02	1	BAMBI,ASPN,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,FBN1,HTRA3,SOX11,ADAMTSL2
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1.74e-04	1.74e-04	1	FSTL3,CHRD,BAMBI,CAV1,ASPN,PMEPA1,TGFB1I1,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,NOG,ADAMTSL2
GO:0030509	BMP signaling pathway	9.42e-08	9.42e-08	1	FSTL3,CHRD,ZNF423,DLX5,CAV1,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,CYR61,CRB2,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,BMP1,HTRA3,SOX11,NOG
GO:0030510	regulation of BMP signaling pathway	7.36e-07	7.36e-07	1	FSTL3,CHRD,ZNF423,CAV1,BMP4,CYR61,CRB2,SKI,NBL1,FBN1,GREM1,HTRA3,SOX11,NOG
GO:0030513	positive regulation of BMP signaling pathway	2.49e-02	2.49e-02	1	ZNF423,BMP4,CYR61,CRB2,SOX11
GO:0060395	SMAD protein signal transduction	4.02e-03	4.02e-03	1	TGFB3,SMAD9,INHBA,BMP4,BMP2,GDF11,BMP6,SKI,BMP1
GO:1900180	regulation of protein localization to nucleus	5.37e-03	5.37e-03	1	IGF1,SNAI2,C1QTNF3,BAMBI,MDFI,SEMA5A,PKD2,TGFB3,BMP4,LIF,DAB2,BMP6,FZD7,DACT1,SPHK1,PDE2A,APOD,DACT3
GO:0090288	negative regulation of cellular response to growth factor stimulus	6.01e-09	6.01e-09	1	GPC1,NEDD4,FSTL3,CHRD,BAMBI,CAV1,ASPN,PMEPA1,AGT,THBS1,TGFB1I1,SLIT2,CASK,ADAMTS12,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,NOG,SULF2,ADAMTSL2
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	3.25e-02	3.25e-02	1	BAMBI,ASPN,PMEPA1,TGFB1I1,SKI,TGFBR2,FBN1,HTRA3,ADAMTSL2
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	3.25e-02	3.25e-02	1	BAMBI,ASPN,PMEPA1,TGFB1I1,SKI,TGFBR2,FBN1,HTRA3,ADAMTSL2
GO:0030514	negative regulation of BMP signaling pathway	1.65e-05	1.65e-05	1	FSTL3,CHRD,CAV1,SKI,NBL1,FBN1,GREM1,HTRA3,NOG
GO:0046822	regulation of nucleocytoplasmic transport	4.21e-03	4.21e-03	1	IGF1,SNAI2,NEDD4,C1QTNF3,BAMBI,MDFI,SEMA5A,PKD2,TGFB3,SOX4,BMP4,DAB2,BMP6,FZD7,DACT1,SPHK1,PDE2A,APOD,DACT3
GO:1904589	regulation of protein import	4.85e-03	4.85e-03	1	IGF1,SNAI2,C1QTNF3,BAMBI,MDFI,SEMA5A,PKD2,TGFB3,BMP4,DAB2,BMP6,FZD7,DACT1,SPHK1,PDE2A,APOD,DACT3
GO:0008543	fibroblast growth factor receptor signaling pathway	4.44e-02	4.44e-02	1	FYN,GPC1,FGFR3,RASAL2,RASGRF2,FGF1,PDGFRB,TEK,ITPR2,NR4A1,PLCG1,SHC2,DLG4,KRAS,PDGFRA,SPRY2,THBS1,FGF7,IL17RD,ANGPT1,KIT,SPRED1,IRS1,NOG,FLRT2,RASA3,SULF2
GO:0060389	pathway-restricted SMAD protein phosphorylation	1.26e-04	1.26e-04	1	TGFB3,ACVR2A,INHBA,PMEPA1,BMP4,BMP2,GDF11,DAB2,BMP6,TGFBR2,GREM1,BMP1,NOG
GO:0035411	catenin import into nucleus	9.90e-03	9.90e-03	1	SNAI2,BAMBI,SEMA5A,FZD7,DACT1,DACT3
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	4.98e-02	4.98e-02	1	GPC1,THBS1,NOG,SULF2
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	1.93e-02	1.93e-02	1	GPC1,THBS1,SULF2
GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	3.58e-04	3.58e-04	1	TGFB3,ACVR2A,INHBA,PMEPA1,BMP4,BMP2,GDF11,DAB2,BMP6,GREM1,BMP1,NOG
GO:0042306	regulation of protein import into nucleus	3.70e-03	3.70e-03	1	IGF1,SNAI2,C1QTNF3,BAMBI,MDFI,SEMA5A,PKD2,TGFB3,BMP4,DAB2,BMP6,FZD7,DACT1,SPHK1,PDE2A,APOD,DACT3
GO:0035412	regulation of catenin import into nucleus	9.90e-03	9.90e-03	1	SNAI2,BAMBI,SEMA5A,FZD7,DACT1,DACT3
GO:0060390	regulation of SMAD protein import into nucleus	4.98e-02	4.98e-02	1	TGFB3,BMP4,DAB2,BMP6
GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	4.76e-03	4.76e-03	1	TGFB3,ACVR2A,INHBA,BMP4,BMP2,GDF11,DAB2,BMP6,BMP1
GO:0060391	positive regulation of SMAD protein import into nucleus	1.43e-02	1.43e-02	1	TGFB3,BMP4,DAB2,BMP6
GO:0043491	protein kinase B signaling	4.90e-02	4.90e-02	1	IGF1,RASD2,SEMA5A,F3,TEK,SPRY2,CCL21,THBS1,EPHA2,ANGPT1,IGF2,MC1R
GO:0051896	regulation of protein kinase B signaling	4.51e-02	4.51e-02	1	RASD2,SEMA5A,F3,TEK,SPRY2,CCL21,THBS1,EPHA2,ANGPT1,IGF2,MC1R
GO:0051897	positive regulation of protein kinase B signaling	7.92e-03	7.92e-03	1	RASD2,SEMA5A,F3,TEK,SPRY2,CCL21,THBS1,ANGPT1,IGF2,MC1R
GO:0034762	regulation of transmembrane transport	3.73e-02	3.73e-02	1	NEDD4,CACNG4,JPH4,CAV1,CXCL12,PDE4D,PDGFRB,PKD2,PLCG1,ATP1B2,DPP6,DLG4,AGT,THBS1,JPH2,ADRA2A,CACNA1C,THY1,KCNAB1,NLGN2,F2R,DAPK1,PLN
GO:0070509	calcium ion import	1.28e-02	1.28e-02	1	CACNA1G,JPH4,CXCL12,PDE4D,PDGFRB,PKD2,PLCG1,CCL21,JPH2,CACNA1C,THY1,F2R,CACNA1H,PLN
GO:0034765	regulation of ion transmembrane transport	1.98e-02	1.98e-02	1	NEDD4,CACNG4,JPH4,CAV1,CXCL12,PDE4D,PDGFRB,PKD2,PLCG1,ATP1B2,DPP6,DLG4,AGT,THBS1,JPH2,ADRA2A,CACNA1C,THY1,KCNAB1,NLGN2,F2R,DAPK1,PLN
GO:0090279	regulation of calcium ion import	1.39e-02	1.39e-02	1	JPH4,CXCL12,PDE4D,PDGFRB,PKD2,PLCG1,JPH2,CACNA1C,THY1,F2R,PLN
GO:0090280	positive regulation of calcium ion import	3.57e-02	3.57e-02	1	CXCL12,PDGFRB,PKD2,PLCG1,JPH2,THY1,F2R
GO:0007229	integrin-mediated signaling pathway	6.91e-03	6.91e-03	1	BCAR1,FERMT2,COL16A1,NEDD9,ITGA11,SEMA7A,ITGA10,ITGB1,ITGA2,COL3A1
GO:0038065	collagen-activated signaling pathway	4.19e-03	4.19e-03	1	ITGA11,DDR2,ITGA2
GO:0032881	regulation of polysaccharide metabolic process	2.77e-02	2.77e-02	1	IGF1,SORBS1,IGF2,IRS1,PPP1R3B,ENPP1
GO:0010962	regulation of glucan biosynthetic process	2.49e-02	2.49e-02	1	IGF1,SORBS1,IGF2,IRS1,ENPP1
GO:0070873	regulation of glycogen metabolic process	7.78e-03	7.78e-03	1	IGF1,SORBS1,IGF2,IRS1,PPP1R3B,ENPP1
GO:0070875	positive regulation of glycogen metabolic process	2.84e-02	2.84e-02	1	IGF1,SORBS1,IGF2,IRS1
GO:0005979	regulation of glycogen biosynthetic process	2.49e-02	2.49e-02	1	IGF1,SORBS1,IGF2,IRS1,ENPP1
GO:0045725	positive regulation of glycogen biosynthetic process	2.05e-02	2.05e-02	1	IGF1,SORBS1,IGF2,IRS1
GO:1904029	regulation of cyclin-dependent protein kinase activity	1.82e-02	1.82e-02	1	DCN,ASPN,CCND1,PKD2,CCND2,LRRC4B,PODNL1,LRRC4C,LATS2,SOCS5,LRRC15,PODN,CDK5R1,BGN,FLRT2
